f1,f2,f3,m1,m2,m3,m4,m5,zone
28.664325726195518,170.7514836142317,546.9816862375162,0.008567239377347827,0.06971355266898834,0.5941559265959305,0.37163178379924516,0.7098839166686634,1
25.32553609762944,162.2695136162494,464.38478688576856,0.00852741963442353,0.06939390341441685,0.5915319533252537,0.37193115564289486,0.711947282416781,1
29.116777029629656,173.5765569880897,506.4658002971558,0.009358611132773087,0.07287054300403574,0.5981558192194929,0.3756414440936099,0.7040635069175843,0
29.492669786499498,175.73933624343502,537.5268097899421,0.008375344204287927,0.06816191388773786,0.5997716422853977,0.36905124968956576,0.7066533515928917,1
28.11097509937722,206.04261975414462,491.8065915770604,-0.008081144101366247,-0.0678598426416288,-0.6010894360698755,-0.37200504398201145,-0.7040124103762709,0
24.994269050647674,185.71350615547715,519.40091028679,0.008492420696804795,0.06910807152031666,0.5985099500307982,0.37076188795422715,0.706734331553378,1
26.976112971125453,186.0397555053129,530.9719538383764,0.008252453352761336,0.06716536199416015,0.6004764778625412,0.3697635468071849,0.7057787402211985,1
28.26639411873602,198.10043250533454,517.688391605335,0.008335573063198485,0.06784047616694887,0.6001997226359114,0.36846976310694896,0.7066247339563155,1
26.54418883568631,178.67222112985405,505.30385627521935,0.008596117206783835,0.06994592398966289,0.5960734477426879,0.3719574463386165,0.7080803467796575,2
27.57616136602642,157.35873730222232,458.815998768603,0.00856407127211363,0.06968682822305006,0.5939064179263076,0.3708819406068308,0.7104872662709097,2
28.872914814821332,178.48601638447474,576.7565874063598,-0.00851952234875973,-0.06932888367416756,-0.5909650539191708,-0.3706986723040852,-0.7130664225903102,1
34.19859880555861,188.33733203891833,499.9295152491645,0.008610676673907466,0.07006353451760661,0.5970545260863744,0.37242430651454955,0.7069957469285435,2
30.172036551221236,197.72595991746527,457.71668090137456,0.008606224494748984,0.07002746324262211,0.596751019244711,0.37223502902329514,0.7073552088520834,2
26.00906750223665,164.387890871583,482.63134118874103,0.008254193268814842,0.06717944181126605,0.600460726291383,0.36977687467250875,0.7057837983621219,1
35.768881894139106,198.04882350579396,462.40586299765965,0.00860654187240072,0.07003003763853916,0.5967727560737984,0.3722485855441104,0.7073294772832779,2
33.340839314120274,178.04152831473093,541.622435724505,0.00848071800148045,0.06901811044162262,0.5884285793392834,0.37160138432781686,0.7147228805877494,1
27.60548349837083,170.54488671396408,534.9858105900094,0.009320381687945986,0.07272764645446163,0.598107853289511,0.3754817804606856,0.7042046920476122,0
