f1,f2,f3,m1,m2,m3,m4,m5,zone
22.330083636944252,236.44089236553353,471.71022015223184,0.038578463842080996,0.0824368041089471,0.5060598759973223,0.2050758810230243,0.8328043950316866,2
29.688347959215612,153.35130636270108,508.39820508120755,-0.008878060654853007,-0.5897199747705014,-0.19676895230991093,-0.6639251697494569,-0.41549594435530024,0
29.83206766996193,188.5105116564986,588.977113626815,0.3304343129401175,0.4564852432016632,0.39737577456712303,0.4728098679835909,0.5486143546202824,1
24.74048428157476,182.78518943308083,363.915058035815,0.02791033037735601,0.36627014751140274,0.2693122040333028,0.6265617070632873,0.6324227672221062,0
33.96385093958323,131.1470525655628,526.3144908870335,0.03282839502235401,0.31174990054422974,0.5256802117434347,0.5979297453968663,0.5175660639396051,1
25.336673138020018,189.54534172189037,591.0657852482287,0.48153820093003996,0.13660431894977268,0.2649846316848527,0.33626648007208865,0.7524415063246442,0
24.047553566516008,207.55506144187382,528.7032739816146,0.012239858818658047,0.09959353386899233,0.2477548704670985,0.6293055028407143,0.7297420243632762,2
31.408035596996257,208.60734536747535,518.6098847511955,0.43578570193220395,0.12063053109329216,0.5524496416932247,0.6255924351083205,0.31459910280844083,0
26.006957150692354,175.42490213116824,362.59524155045744,0.18451792831223207,0.3418236708131855,0.47219788395833057,0.12956071668653626,0.7806105887573568,1
28.597109216366935,191.3588209253639,706.7549882432561,0.0275564018232438,0.501828491111957,0.19896233308514857,0.5915804786961647,0.5982101114706968,1
35.76663468422546,144.35595071494572,559.6899851106587,0.00863556632103035,0.03288591516593874,0.2403658427685507,0.6692697769535944,0.7022436691524276,0
25.566782995664887,140.11460580322066,412.78467875020704,0.010074538304722883,0.037382099699341836,0.5665571239938832,0.32898726418682883,0.7545074469842298,0
43.36617125665,180.33343515472595,655.8208278521087,0.33206176981740376,0.5598674166174477,0.1858873842506588,0.2524706173291947,0.6913667077591327,1
30.1188044057774,179.7058961555995,451.11750388420865,-0.3147767680396009,-0.46568856600085995,-0.6345604768654802,-0.25019495777161294,-0.46774483439640596,0
26.79258315936953,159.59473772094637,487.8935868349795,0.15317482021897127,0.02988331011673874,0.2852352643783826,0.6682202231516164,0.6691539729789779,0
28.743038300368188,190.7200492359511,623.5496956731504,0.21539380494131788,0.08980361897168293,0.673094324262731,0.3955860521349554,0.5796520722071716,0
